;Test;DeltaOz-O1O2;ThetaOz-O1O2;AlphaOz-O1O2;BetaOz-O1O2;DeltaOz-PO;ThetaOz-PO;AlphaOz-PO;BetaOz-PO;DeltaOz-POL;ThetaOz-POL;AlphaOz-POL;BetaOz-POL;DeltaOz-POR;ThetaOz-POR;AlphaOz-POR;BetaOz-POR;DeltaO1O2-PO;ThetaO1O2-PO;AlphaO1O2-PO;BetaO1O2-PO;DeltaO1O2-POL;ThetaO1O2-POL;AlphaO1O2-POL;BetaO1O2-POL;DeltaO1O2-POR;ThetaO1O2-POR;AlphaO1O2-POR;BetaO1O2-POR;DeltaPO-POL;ThetaPO-POL;AlphaPO-POL;BetaPO-POL;DeltaPO-POR;ThetaPO-POR;AlphaPO-POR;BetaPO-POR;DeltaPOL-POR;ThetaPOL-POR;AlphaPOL-POR;BetaPOL-POR;Delta;Theta;Alpha;Beta
S33;Reposo_EEG;21.58142721;26.18119051;42.07474651;127.4463482;17.08134608;18.3087981;36.78910607;98.85164931;25.47918574;26.45913276;40.0002484;117.9618614;18.28921048;17.09966029;31.10579762;95.38464036;33.23259802;35.48760396;47.93501782;156.4787505;33.27319014;33.51573348;41.84888035;136.900047;32.8311308;28.60290285;39.70079967;134.3774584;29.41712888;31.21605547;41.52927483;133.2147878;33.96545918;31.28488735;40.74678027;137.8912304;27.62840517;20.19152021;26.77230417;89.35509948;27.27790817;26.8347485;38.85029557;122.7861873
S34;Reposo_EEG;20.09054097;22.92545232;36.66547747;121.9629239;14.98153931;15.52700062;31.79812523;96.15579196;21.09306179;22.9965077;36.06586088;114.8778607;17.39191118;19.86467272;36.24836479;94.39822698;35.51515014;35.27668631;48.18680345;152.267193;32.43339605;32.48776463;45.75618531;135.0070502;31.0391402;33.08470659;42.44725046;118.441075;28.72536063;30.00821609;44.80780772;130.9603463;32.04033464;31.30167197;42.38625858;130.2976514;22.81547587;22.91213193;35.25984957;82.67612153;25.61259108;26.63848109;39.96219835;117.7044241
S35;Reposo_EEG;13.10705315;22.90335485;26.75879854;97.20150044;11.05430809;17.56773515;18.74068699;76.63627509;16.80343861;25.36120655;29.17532054;104.9114288;11.57091395;20.31840515;21.69914334;82.72397955;32.13645028;37.20868457;43.23031787;149.8493642;36.77231836;36.12290994;40.87673974;136.7885648;33.5062481;34.22764424;36.78198336;132.444991;25.72978591;34.56156706;36.77762654;129.0611408;33.02237414;35.23252201;38.58922213;139.1700477;29.47528494;29.58362836;27.11746861;96.41039812;24.31781755;29.30876579;31.97473077;114.5197691
S36;Reposo_EEG;23.44003902;26.37308499;42.03349894;128.8363429;19.66385502;21.26979751;39.22689192;97.40032875;25.68209511;24.23059135;41.7048371;122.2357847;22.19346037;23.45689459;37.20156421;101.2328275;36.1435446;36.68521184;48.32889976;152.0890451;33.69293695;32.61771163;44.57894712;143.3986609;32.15891838;32.22986922;42.32361264;136.7836249;33.31239399;31.64731198;43.82223656;135.8232357;34.76825286;32.12924753;44.31296106;146.4196523;27.03222894;22.66095928;33.86613979;103.7751882;28.80877252;28.33006799;41.73995891;126.7994691
S37;Reposo_EEG;30.81004674;33.81597562;43.07608204;141.3932384;21.89104209;27.02952193;35.22763902;110.9961404;29.65506172;28.6989831;37.67386151;117.1892465;21.65015272;25.64974406;31.90840998;104.3860134;36.36118556;37.16219762;47.05619926;155.85575;33.31786408;32.96925365;42.24483461;133.8608665;33.15517823;31.68556894;39.919747;124.5917015;28.41733156;30.63870783;39.43266075;123.8030473;35.49524234;33.85278189;43.65966369;133.0755901;21.5810178;20.06882229;27.94071552;76.23725622;29.23341228;30.15715569;38.81398134;122.138885
S2;color_both;26.11967864;30.36617676;40.33046001;138.0553863;7.287867885;13.41596478;27.06780773;100.2236391;24.72654688;29.36663078;39.29660759;136.5777937;21.84916962;28.2795809;37.24134694;112.0531385;26.75315506;29.84979582;44.04642005;153.2973062;37.72529422;37.46244003;47.43152843;155.4284666;36.01074092;36.98323975;46.09032145;147.3131406;28.40248763;31.2915096;44.35975251;149.4244086;29.35060511;30.5781041;43.21886588;143.4331922;34.52928716;35.00815026;42.58158366;121.2216915;27.27548331;30.26015928;41.16646943;135.7028163
S3;color_both;31.45451352;31.02983132;37.22530539;89.94154847;6.195214088;14.35619615;20.29962942;33.74724699;28.99392995;28.28791586;31.82013289;72.15232159;27.91807771;29.2056162;32.2030035;68.35206055;21.31350702;31.18334816;41.96249615;130.7012404;38.1712413;37.5045751;45.70537806;149.5722902;37.7043784;37.61688313;43.54764467;146.1780432;23.25777745;32.20218851;42.23484704;128.3615853;24.58416894;31.37411116;40.89736764;132.6335549;36.13566748;34.73597755;36.59145607;111.2862805;27.57284759;30.74966431;37.24872608;106.2926172
S6;color_both;27.82695201;30.44383506;41.1350242;137.8401387;13.18339259;18.44412683;30.32408818;62.76266831;24.0229965;26.53004687;34.57641899;90.32216553;26.73078535;29.59974466;36.91980965;65.3397263;27.31201271;31.97250641;41.81930351;103.1255787;32.92176849;35.26125549;42.97104803;116.620189;33.46598492;34.85103471;39.8079036;80.2357101;32.73326865;35.2916001;46.04671936;137.907163;29.80027371;31.936146;41.81822972;128.5732374;30.72046414;32.617793;36.6002412;80.24213806;27.87178991;30.69480891;39.20187864;100.2968715
S7;color_both;29.56811805;28.36914969;39.02610429;132.6905989;8.53428181;13.27034477;27.44780039;94.24693943;25.88683821;25.25558238;35.36926554;117.4890982;24.61550407;26.12321701;36.17690119;124.1519991;23.18814274;30.99124098;44.80299336;153.6584432;36.25968207;37.35519862;46.1012377;155.3037823;31.97656132;34.70231824;43.66696171;148.755804;26.95772885;32.86704518;44.93240401;153.1667734;27.07729897;30.33578696;41.89944555;141.9981416;30.0671983;31.47981298;37.76675308;125.1632739;26.41313544;29.07496968;39.71898668;134.6624854
S10;color_both;22.43478625;29.5247066;38.49102913;117.0788424;4.007242748;11.72973942;24.58173988;75.31565987;17.22938141;25.65682938;33.41079169;101.1506612;21.22240627;27.35864873;33.48442877;105.4323081;24.2567028;29.53119039;43.92739747;153.3081127;34.38290298;36.42772278;44.33596171;151.6609547;36.14951203;35.89030407;42.80402548;148.3401167;27.72209133;31.20165336;42.20929306;148.1117572;23.48893804;27.94123764;40.03088577;141.8142299;30.37489367;31.08035048;32.10334077;116.6904013;24.12688575;28.63423829;37.53788937;125.8903044
S13;color_both;28.24726058;29.25069039;40.18445494;126.2841745;10.10759802;13.74033845;27.71620218;72.96519903;26.74299539;24.17997868;32.55483033;100.4991937;25.28221704;26.63420534;35.38435513;107.0269026;28.85441595;31.26202499;43.98198057;143.6594485;37.44757579;35.30654121;42.66568206;142.5329199;36.61185047;35.30887233;43.2045521;144.5811957;29.3372829;33.09180063;42.62529249;133.7192165;30.29003511;30.85794271;42.02368733;136.8961779;34.42620577;30.48886766;33.08772178;102.5133253;28.7347437;29.01212624;38.34287589;121.0677754
S14;color_both;24.2215893;28.39385725;45.55203251;155.9997185;11.43089432;18.62742478;42.60264052;145.2929199;21.71729852;25.73686705;43.4020453;130.9352321;22.38669019;28.28931588;43.89817843;140.4371745;24.55650669;30.58264541;48.06888512;162.9108452;29.37250953;31.48317498;46.19743523;142.5283;29.89225091;33.02214546;46.29661322;146.4055288;30.39007596;33.55180063;46.57041157;145.3321231;30.03001374;32.39102463;47.10801963;149.902699;26.78403348;28.62527304;41.09474962;100.6233919;25.07818626;29.07035291;45.07910112;142.0367933
S15;color_both;32.78011548;30.42908489;42.28536017;131.8984279;6.16659786;7.094438441;25.41791286;68.99675091;28.14129835;25.31100631;35.36397023;101.9410427;22.85948322;22.10814077;32.51729628;96.29337989;9.237447203;21.47862583;41.42548678;136.7219475;37.7015544;36.34514723;44.80186503;141.2466981;33.69327252;33.21447522;41.27480668;129.3193384;11.96668453;24.07848436;41.74942443;132.7954801;15.10926237;25.66185463;41.65848011;128.0744342;32.94471683;28.69870397;32.89909008;85.159033;23.06004328;25.44199617;37.93936927;115.2446533
S16;color_both;21.81729208;25.13789791;33.78239561;98.2787701;5.671681034;8.347779274;16.76835488;45.88608846;18.19012699;19.76639835;28.16099444;83.87476452;20.89270075;23.39254265;28.63532929;84.11775048;15.46575487;26.41082943;38.06458128;139.3487236;25.83491129;33.31049747;42.33908428;148.5537188;29.52337157;32.99184235;39.91250503;144.0795852;24.01165857;30.88736703;40.99251276;140.6966679;21.13566119;26.98077494;38.54447165;135.4114293;25.27754141;29.07798617;33.10405112;117.7845982;20.78206998;25.63039156;34.03042803;113.8032097
S18;color_both;28.05146844;29.29485424;43.06079873;136.0340583;8.281753218;12.13920602;32.11598377;94.7605839;25.434716;24.31384029;37.25857599;113.4770781;25.27513093;24.57668743;35.32075918;102.5612204;20.55144206;29.75888592;44.44768782;151.0409339;34.35806511;35.60807752;44.01459358;139.965365;34.03077769;32.43362371;39.90377912;129.1434777;26.36766551;31.67733836;43.71851826;138.7159354;25.53982287;28.4258987;39.43550855;127.9372666;31.29420974;26.63052671;29.61062478;79.15894488;25.91850516;27.48589389;38.88868298;121.2794864
S19;color_both;25.01946843;32.8364621;45.8331806;143.34417;7.422628804;17.44109803;34.64697929;90.96797492;18.32272014;26.11230461;39.94282986;114.3928633;18.57858419;25.65039958;32.87589196;111.6689675;27.90305506;31.69184482;44.50897352;141.2713264;34.48033857;34.26538402;43.28595541;134.2444967;34.48648946;33.45021406;39.41984238;131.833523;29.7790007;32.38899646;41.00324899;133.5433527;30.75352533;31.74276943;42.42533706;125.4921541;27.59831225;25.51543208;27.95003987;84.45834013;25.43441229;29.10949052;39.18922789;121.1217169
S22;color_both;29.64730623;31.20442538;41.55463697;147.0970373;7.437062579;14.26211649;28.57809703;104.3362258;26.77960504;27.3092071;36.73843371;131.5988762;24.8051627;28.44130364;36.69060078;142.8873202;23.04810736;29.82301965;43.53516581;149.7277172;37.69156106;36.81526111;45.42606596;155.7787986;36.24288713;36.5438779;44.63978035;156.2706716;26.33197039;32.07829297;44.28392272;149.6681612;27.75898265;31.19779185;43.59590589;140.2368392;35.53586037;33.57907084;39.26946144;133.3837892;27.52785055;30.12543669;40.43120707;141.0985437
S24;color_both;29.28706593;30.79063728;44.56965857;137.4513233;13.13086345;16.71030464;37.31541762;102.3963234;24.16644521;25.4457684;34.6572157;96.92582631;23.99026651;26.36200091;40.44129679;113.9509847;29.7953685;32.08901609;45.87215468;149.0160996;36.01026186;35.00784874;41.81648609;129.3895018;35.61035041;34.24081708;42.0656766;121.7519047;33.65823048;33.72839778;42.43394049;133.7700774;32.94098844;32.61556633;42.95508147;126.5015509;33.19227631;28.47856057;29.35960722;65.46095667;29.17821171;29.54689178;40.14865352;117.6614549
S25;color_both;9.281367681;18.57061805;36.24251707;121.6424651;3.732141735;10.52062892;26.98419753;81.63123172;12.52968431;19.3139466;33.14400305;99.16159126;7.986334384;17.36981702;28.73324275;93.68936929;34.06618243;35.63742305;45.40387746;149.7708568;35.39134564;35.1870165;40.30728166;118.1583333;35.59668663;35.5450894;40.81866866;137.1940117;29.48135712;33.45763935;39.39898012;118.1433792;33.70997041;34.76372669;42.893041;137.5097981;30.88904122;30.22695862;26.74153703;67.37671869;23.26641116;27.05928642;36.06673463;112.4277755
S26;color_both;17.90420075;24.11523558;35.4772866;131.3632935;9.224791749;14.82927913;24.43755847;95.29989394;18.82058298;23.16731697;32.250304;109.2538179;15.67420279;20.78230934;24.9321356;92.16270191;35.35460794;35.16026505;44.21354222;151.9949856;37.34360167;36.04626589;39.42821856;123.9518738;35.43209085;35.01025213;39.60233072;131.7545857;34.46853702;34.28244811;37.9590671;124.4732223;34.97298005;35.21414114;41.48204526;130.3574148;33.38789582;30.81497024;24.06550118;63.02626123;27.25834916;28.94224836;34.38479897;115.3638051
S27;color_both;16.1646405;16.31152543;30.27127279;114.6782582;9.972005867;10.03187652;25.07905102;78.92431765;16.1860786;17.95746516;31.5193256;110.9427993;14.31211827;13.95839767;25.47079757;94.0095155;32.19982979;33.93519319;44.96229326;136.3104922;30.1059081;31.26283538;40.82514685;134.7703106;31.19803281;32.97728496;40.32678407;124.5525703;32.96044563;32.0315084;42.59144683;136.6738629;35.20489611;35.42565762;43.93852424;135.575759;28.73749319;27.67581577;31.99033645;97.57875525;24.70414489;25.15675601;35.69749787;116.4016641
S28;color_both;9.228355852;15.24683114;31.4058312;105.8185899;5.940453858;9.113637076;23.12972835;75.99204781;15.54086567;19.97049719;32.83604961;105.3741291;9.096018689;9.888506159;22.99972311;79.28823887;25.75519962;31.3363141;42.92071257;146.6559834;25.55089699;32.1323174;40.65686673;130.8587729;23.23559896;29.13972785;39.46759611;133.9388296;27.97995006;29.39278074;40.11575229;130.5983866;34.12559061;35.07939756;43.62039093;141.2244821;23.67868006;24.69812137;30.1408998;85.58664743;20.01316104;23.59981306;34.72935507;113.5336108
S29;color_both;7.395825126;16.09146126;36.41977219;121.3809258;5.297355948;7.38017519;25.55726941;77.97041201;8.965971686;18.29530189;32.93759891;114.3092765;7.390455569;12.96762176;25.81533345;100.4513457;36.8784223;33.8154227;45.59459579;146.306607;37.13450599;34.32369673;42.0107115;139.5213171;36.57756761;33.57069005;41.84695366;137.9995333;35.23125119;31.15046104;40.6909904;131.9763056;36.27854201;34.73703918;44.2866441;139.6400085;35.12506368;29.4492142;30.0820176;101.8944195;24.62749611;25.1781084;36.5241887;121.1450151
S30;color_both;17.96845621;20.16547155;39.47907309;110.2363249;11.21490808;10.62722952;31.05336325;62.30711345;19.22122768;19.80194334;37.35574701;107.3152884;18.92564458;19.07231729;33.22905418;81.47043486;36.32214211;34.21068434;45.81488598;142.4469365;36.7427826;33.4338585;42.17953109;135.967485;36.39957315;33.87026065;42.77305963;126.9007438;35.11012268;33.05489464;42.94030907;126.6446178;35.18392802;33.13083884;44.54867045;134.3507488;34.79903032;29.67021548;33.96091965;90.42957314;28.18878154;26.70377142;39.33346134;111.8069267
S31;color_both;16.90407795;14.75646002;29.6846874;71.16234864;9.027989518;7.127797574;15.3694241;29.75475983;20.997867;16.39343928;23.94598578;49.87503721;18.74031563;12.76853952;23.47735487;53.26690135;33.96353273;35.87878302;43.13317198;146.9687873;36.48909001;36.96527782;42.79808892;142.9660058;33.02026623;36.09625279;44.39515626;150.757324;32.55319327;34.4025289;42.42858254;144.4137525;32.68526217;35.86782;43.83726644;147.3643444;32.65751162;33.17847213;36.13728365;116.9136849;26.70391061;26.34353711;34.52070019;105.3442946
S32;color_both;20.59636499;22.26900139;41.47023174;138.7919917;12.10885519;13.73028692;33.81344525;103.0961756;22.61202873;24.47466648;39.9245535;125.9721609;21.95404092;21.04952023;37.71962601;126.4946341;36.08314428;36.54965885;47.15192456;156.3304451;37.30016802;37.30282603;46.12778342;150.2502445;36.05063361;36.17609619;46.01824066;154.4347168;34.70936309;34.07922539;44.88081299;147.1327606;34.45299449;35.56512216;46.0761706;149.1976942;34.70934578;33.0642088;39.88490944;123.2496404;29.05769391;29.42606124;42.30676982;137.4950464
S33;color_both;8.255520814;19.96262017;33.17387381;106.4808282;6.990725568;10.32430237;15.87246755;53.44864475;11.77818699;16.07077129;15.09801173;73.15578658;10.1077103;8.854176735;18.52436147;47.46935582;32.13359448;24.04252997;15.38587128;107.1524904;31.79776355;27.95179407;20.85643377;104.7421405;26.06604128;17.19504883;12.47538861;91.31778748;35.45627729;34.30150224;42.72560907;144.4314125;34.55746365;35.38614891;46.38737966;148.7541218;35.963424;29.64258573;34.87018092;106.7698897;23.31067079;22.37314803;25.53695779;98.37224577
S34;color_both;7.344738171;16.95732837;33.18375627;117.7538993;3.216815825;7.850634063;27.1862726;76.33012559;8.764782844;18.55247801;33.42130422;108.1814595;12.33249349;15.8375371;31.01744694;84.27134432;35.19133977;35.7763269;47.14925994;151.2216003;35.39765628;34.42858066;41.81705216;135.2443064;31.35277268;29.99517548;38.27938264;117.7852185;31.36185494;30.06692746;40.3755705;124.9219782;26.06087328;28.28798324;39.78280254;122.334313;27.68030712;20.72916675;26.39706029;65.11579843;21.87036344;23.8482138;35.86099081;110.3160044
S35;color_both;4.399096348;15.24399088;32.47408105;108.4211504;6.544601292;8.061696192;21.97253425;65.24421091;4.88664548;17.4981185;33.96351505;107.9006921;3.652407856;13.55586904;25.30515356;81.87368031;35.99920745;36.03101071;44.55404335;144.7656833;37.7784782;36.65093025;44.22258472;139.9041887;33.54678364;31.28412345;37.11025482;119.9555793;33.52382311;33.58101227;40.94263246;124.5534787;32.21355602;32.36172787;41.67567905;128.8771339;32.88495764;27.94672178;30.94525287;80.39583518;22.5429557;25.22152009;35.31657312;110.1891633
S36;color_both;12.48659506;15.9587266;39.00704502;132.1505791;7.762908957;9.864282958;29.95094149;76.66604612;15.36021149;16.84861052;36.35885158;125.8804944;13.3423721;15.48690555;31.6326736;93.4644507;37.72677313;37.3808206;46.26987677;139.5647323;37.39193171;36.84555183;44.54255906;137.3077859;36.72846527;35.81479718;42.8282529;138.6856274;35.53319414;35.50205276;43.10345203;121.6775501;35.39578827;35.58647623;44.34104903;142.1642837;34.82263616;32.42908312;34.01463646;95.3198779;26.65508763;27.17173073;39.20493379;120.2881428
S37;color_both;26.84921086;26.52424835;34.70380139;124.7068086;16.14460313;14.44870733;24.58394498;84.53164132;27.43190976;24.96754678;31.4753123;110.2762163;24.89816306;20.46683519;25.06215767;85.98912649;35.81094991;34.56417691;46.72418592;150.7438333;35.53051554;33.55371727;39.18411915;130.0313271;36.35829983;33.66448491;40.26966962;127.8259539;31.85517347;29.71923531;35.99500865;119.3001791;34.04595012;33.29177488;41.31757019;135.4294435;29.55034936;23.50384244;21.47979257;67.2517029;29.8475125;27.47045694;34.07955624;113.6086233
S2;color_right;31.28773122;30.48471348;39.29580826;141.4198751;12.10916177;12.67839537;25.05255358;110.7571464;30.89318357;29.20754532;38.39569993;140.9139984;29.49781189;27.87708037;34.53240548;112.476264;27.34274329;28.96235507;43.64965182;157.0948671;37.67071732;37.99944756;47.00051555;156.242249;36.20540843;36.11975035;44.81464486;146.9182977;29.17657046;30.67222888;43.6222516;152.3728637;29.44593793;29.6580601;42.44542592;145.2961434;36.59267949;34.76865952;40.17017452;119.7075191;30.02219454;29.8428236;39.89791315;138.3199224
S3;color_right;31.26433486;31.73328365;39.97548264;106.4997498;7.836555249;16.05430975;25.97651182;53.96533286;29.28769302;28.48716182;35.58903508;89.62167219;29.05554042;30.3373354;36.31549908;85.4654976;22.55099283;31.59381246;43.86400368;137.4106108;37.62362983;36.92339258;45.04798622;148.8389145;37.92592724;37.35345674;45.14551481;146.3522423;24.11021581;32.66431619;42.81696752;131.1778293;24.84423241;31.46383513;42.43175732;137.8116311;36.15615028;33.56116822;37.40527184;110.8335326;28.06552719;31.01720719;39.456803;114.7977013
S5;color_right;23.14180658;26.68497057;38.97522985;124.0132449;6.398553022;6.286946645;22.56449652;74.70195044;18.87546597;23.52533745;34.74364676;96.08515194;23.82772891;22.43759948;33.82863487;92.42149007;13.15793161;15.95499355;36.58093835;128.6682191;18.47006254;27.80703614;42.23801004;123.3433761;25.57828108;27.6866714;39.73154862;115.544894;25.02613898;20.24213398;39.01243072;129.4001952;23.28306233;21.22114936;38.30047726;124.2008545;25.07942934;24.50588921;33.63454742;72.43770466;20.28384604;21.63527278;35.96099604;108.0817081
S6;color_right;25.69705019;29.31874421;40.86280875;145.0507359;9.488878291;15.53214052;29.25030566;60.67519289;18.06292418;24.9125414;33.50653372;89.83862342;24.45427804;26.67032613;37.35380553;61.24988974;23.140378;29.00262123;41.84429577;94.3857333;27.89296034;32.67257611;42.80571884;113.7430151;30.93034223;32.6847456;41.11455084;73.2434005;32.36021398;33.92270709;46.29969271;140.0039452;26.65734457;32.16767787;41.64048875;128.0228447;26.63715174;31.33012438;37.24408032;82.57860493;24.53215216;28.82142045;39.19222809;98.87919857
S7;color_right;30.26873713;29.86197197;38.35190381;132.2769884;11.32844572;11.98037439;24.89897467;93.37128148;23.20588722;25.73147961;33.47258866;113.4811793;26.98294489;26.94709607;36.61343235;124.426027;22.92869558;28.19623899;43.60950292;152.9876023;31.46114976;36.49430253;46.22219469;152.9009841;32.59764334;34.60054326;42.74556296;144.9677749;28.86991761;31.59889305;44.8267538;152.5621307;26.62626055;29.12771783;39.70309892;136.5941159;26.62201508;31.79064246;36.85188521;115.8507652;26.08916969;28.63292602;38.7295898;131.9418849
S10;color_right;25.61069636;27.62738213;39.19434726;116.7665262;8.062106903;10.29906052;27.12190494;81.52201805;22.76009729;23.02706951;34.72846129;100.5334599;23.99701181;24.16374053;35.68453866;110.0874305;27.29534535;28.20788531;44.98783918;158.0196503;36.73312036;36.31730799;45.09015356;154.3116808;34.01105433;33.09402905;44.15067378;152.1678937;27.9560215;29.97033114;43.28185688;153.2819642;26.68410985;28.0051665;41.30933317;145.0934219;30.43701303;28.30167106;34.70063628;122.4011376;26.35465768;26.90136437;39.0249745;129.4185183
S11;color_right;30.4670854;31.79794511;37.80033078;133.4902873;13.17435398;14.64766654;24.95469731;98.77501985;26.94952629;27.72895997;33.82851132;112.31822;28.44164498;28.70033456;33.72725988;114.2201321;29.74116995;29.55353498;42.97626214;152.0921181;37.12107763;36.30456449;41.59118153;135.0174401;36.73581949;36.0842538;43.20306422;142.6352913;32.6002154;32.48267456;41.64117378;138.5094747;30.73074873;31.04039214;41.82697968;139.2952886;34.7655015;32.93538988;33.46704463;91.8134617;30.07271434;30.1275716;37.50165053;125.8166734
S13;color_right;23.86736597;28.31956291;40.02946354;128.7242876;6.585456442;11.26915556;25.48828849;70.04601651;19.91027648;22.81928267;31.44753974;97.19997643;21.44923448;25.52434002;34.56842077;111.8731272;27.85058907;29.64140627;42.42712542;140.4383584;36.90416485;35.37286203;42.11631914;144.4931556;36.75046238;35.11109313;40.81460682;138.9569639;30.67920188;32.16589246;41.88457217;139.8309847;28.86001864;29.48704192;38.64920008;126.5705384;34.07846378;30.5784721;29.93152101;99.77052359;26.6935234;28.02891091;36.73570572;119.7903932
S14;color_right;27.40619459;28.05997349;44.89262363;156.7764668;15.71162636;19.26797973;41.63838474;145.6066755;24.34082846;26.05336764;42.39586478;138.0039885;28.21973578;27.94921224;43.30707238;136.8083559;28.62276065;33.08034785;48.05471029;163.0568364;31.35821226;34.13176751;47.03420612;151.0779251;31.58574996;32.3191065;44.5522583;140.2937485;34.37456378;34.53456644;47.27601488;153.1080488;31.1672546;32.82636218;45.33070666;144.4547518;31.20990836;28.55813025;39.60028066;103.9486137;28.39968348;29.67808138;44.40821224;143.3135411
S15;color_right;31.60936554;28.61389963;40.75553909;128.318543;6.21585027;4.119729212;23.52402818;66.7776322;25.96805774;22.38046039;34.28472369;102.480761;21.15943755;20.70771125;32.31969359;96.29061055;4.871975708;18.18938783;41.10569604;138.8863206;37.01438029;35.87891122;44.60949646;142.4225179;33.73956659;33.23487837;43.08665095;136.0857282;7.026728551;22.20343834;41.86086283;132.2051718;10.54973605;22.50045634;42.05796204;132.8327034;32.37161244;28.38805193;35.29639626;91.93496137;21.05267107;23.62169245;37.89010491;116.823495
S16;color_right;29.68849101;27.20582124;34.47733909;91.56858307;11.44576247;9.393455037;18.11107737;43.68109015;27.98231769;24.00195162;29.67483396;72.67408976;27.8061209;25.88499336;30.41099062;69.88905541;23.76817667;25.57868025;39.40361831;134.9441246;33.13853919;33.52399725;41.10365176;131.7507611;33.48409821;32.85504571;41.56835908;128.5854101;29.2799261;30.03763583;40.71979933;129.8204004;29.1751533;27.40092404;38.74211891;126.6363746;33.7708955;30.87945229;33.04301271;83.83573375;27.9539481;26.67619566;34.72548011;101.3385623
S18;color_right;27.25517132;31.03015353;41.76392154;135.980616;9.214933853;15.54122427;30.87360342;99.72353943;21.52532092;25.79646209;35.5681144;113.0017355;20.62271566;26.69209088;33.24463586;103.2189763;24.90570214;30.93504676;44.59196347;153.1625079;34.03594554;35.73234885;42.72121518;135.3016408;32.9777808;33.93755607;39.29482645;131.7337946;29.96743354;33.42538206;42.56811484;137.6113822;28.93461804;30.08223761;39.22671837;129.827145;28.83332688;28.52981079;27.24284815;76.44139619;25.82729487;29.17023129;37.70959617;121.6002734
S19;color_right;27.38691706;30.06425703;43.91075238;132.6719911;8.737228725;13.4131289;31.63029478;77.72931516;20.79630607;22.77682889;35.66496816;98.28556882;19.12474856;21.42248488;33.68290849;95.07021487;27.63026128;30.26467323;43.99730814;140.3784455;33.67914731;32.48967703;41.70341735;130.0406047;33.52455735;31.16754129;39.67476778;123.417306;29.63299317;30.1168804;40.68831026;130.7843044;30.9588176;30.07662254;40.53015455;120.4792777;25.92768068;20.99273965;26.44706134;68.57987118;25.73986578;26.27848338;37.79299432;111.7436899
S22;color_right;28.68465895;32.1764458;40.86454996;129.0609267;4.862416053;10.71693081;26.02798074;66.57536194;26.29624472;29.30054925;35.97724668;113.7112834;23.36257697;28.70017546;37.23262839;114.2924904;18.20939589;24.18294864;42.70808732;136.5570895;38.06961875;37.26258337;45.95802369;153.877591;36.97182676;36.67725897;44.5794421;152.6470209;20.22477004;26.68719347;43.73806658;136.5868144;22.81822091;26.97023202;42.0440479;135.6425234;36.2677754;34.76569627;39.36660614;128.61786;25.57675044;28.74400141;39.84966795;126.7568962
S23;color_right;33.79916608;32.1676934;40.14062503;140.7862718;13.31329424;15.69658751;24.39981596;106.1029602;29.69366532;28.43580855;35.38013845;120.907545;33.00379484;29.35416409;35.29337798;121.2456632;26.84392164;30.74162615;42.01844247;154.2242155;37.78444317;37.10046719;44.68813407;147.6730644;37.65460417;36.40743016;42.83604051;144.0166274;31.01018351;32.740761;41.72181557;146.0509221;27.37824786;31.38311232;40.7142638;146.8635868;36.07754512;33.07951855;35.16637626;110.919364;30.6558866;30.71071689;38.23590301;133.879022
S24;color_right;30.95021589;30.06420043;43.63824784;145.2862666;13.86627276;15.12507389;37.59509891;116.9646453;26.49400378;24.92871774;31.49426776;99.61043064;26.01374509;25.6915449;39.40158818;125.2542354;29.51036462;30.68820209;45.77381635;155.3321489;36.46983844;34.29047239;38.3092718;129.7485036;35.71985238;33.62979026;39.21050195;130.9549046;32.5693537;32.27154317;39.84434008;134.1948641;32.4445102;31.74267652;40.65909518;132.5080347;32.81909744;27.57701395;22.93343199;68.63837328;29.68572543;28.60092353;37.885966;123.8492407
S25;color_right;7.55184322;13.72562446;32.82365732;123.358559;4.943524097;7.30458502;21.34711652;80.70726282;11.36440427;15.71348726;30.50129818;107.2759768;7.218403966;12.81398345;24.50555736;86.24338232;35.00178143;34.79697115;43.30630836;148.4455341;35.44243459;34.86204369;39.0989042;127.8278592;36.6095751;34.54623253;39.00937825;131.0642713;30.17188126;30.74353367;37.93860905;121.5717525;34.53441276;33.60859194;40.99190722;138.0505292;31.74435696;28.09836499;24.66260745;71.30873763;23.45826177;24.62134182;33.41853439;113.5853865
S26;color_right;15.3105342;22.21604569;35.97705969;134.7307861;7.596914907;13.94255428;25.49096381;103.7636275;15.491689;22.96033416;32.37403967;114.3351842;14.05629365;19.10543712;28.89107123;103.6305364;34.75970613;35.7321346;45.05722168;154.7593528;36.51164718;35.98842402;41.36897072;119.0646365;34.63169174;35.16584093;42.16489652;141.2252534;34.35647342;33.96932316;40.67302763;119.3453699;34.59444515;35.47076329;42.06892797;138.4697045;32.21582076;30.83164037;28.88519767;67.97170155;25.95252161;28.53824976;36.29513766;119.7296153
S27;color_right;15.94611705;15.24515632;27.60398336;115.5862406;11.75177586;9.13299343;20.68442989;77.34212261;17.52697948;17.31715836;29.04594192;110.7182006;14.81827736;13.73150724;20.40418057;83.25646498;31.27474593;33.16843915;41.57552818;132.6778205;26.66004389;30.7360536;37.38211952;129.9058717;27.49462228;31.91567305;36.44622551;115.3643922;30.61396256;32.59642738;40.12744414;131.8089321;33.83275817;35.38743132;42.1122415;130.5098962;23.54467324;28.9467412;27.17042651;84.35444295;23.34639558;24.81775811;32.25525211;111.1524384
