;Test;DeltaOz;ThetaOz;AlphaOz;BetaOz;DeltaO1O2;ThetaO1O2;AlphaO1O2;BetaO1O2;DeltaPO;ThetaPO;AlphaPO;BetaPO;DeltaPOL;ThetaPOL;AlphaPOL;BetaPOL;DeltaPOR;ThetaPOR;AlphaPOR;BetaPOR
S24;Reposo_EEG _AO;0.239411385;0.328904913;0.241296463;0.18863771;0.222933535;0.321719308;0.234109027;0.219468634;0.260652103;0.317073815;0.215585648;0.204590926;0.201356642;0.317912979;0.255032042;0.223349041;0.244646742;0.305201901;0.246683403;0.201302251
S25;Reposo_EEG _AO;0.203035909;0.234400368;0.155910795;0.397782166;0.17291559;0.220648877;0.191410366;0.409065279;0.241483089;0.252739039;0.157622387;0.344481899;0.187158073;0.208348216;0.168887403;0.429527576;0.151518251;0.183542047;0.179145446;0.481409619
S26;Reposo_EEG _AO;0.144811569;0.308471197;0.290405214;0.252100185;0.072116298;0.29732045;0.39636979;0.230583083;0.100823281;0.30358784;0.393840829;0.198558663;0.074167124;0.271583446;0.399806974;0.249605863;0.109530307;0.274548903;0.415838521;0.197549006
S27;Reposo_EEG _AO;0.155525433;0.379507788;0.243179621;0.219251247;0.094900058;0.49244388;0.267891912;0.143591418;0.072882574;0.56576444;0.254691971;0.105828315;0.094086359;0.455256154;0.305983998;0.143513822;0.074378361;0.474608718;0.301712054;0.147975831
S28;Reposo_EEG _AO;0.357907058;0.310736037;0.17287582;0.155866076;0.253159888;0.195014855;0.318160157;0.230258451;0.254794501;0.178564349;0.326357071;0.237853186;0.259583003;0.212202737;0.298743528;0.227190318;0.18009432;0.142443676;0.396931457;0.27797289
S29;Reposo_EEG _AO;0.162714701;0.193922579;0.367522353;0.266157547;0.113398062;0.132805041;0.565708523;0.183747343;0.188666265;0.143961066;0.526493874;0.13787755;0.116664995;0.15128762;0.534778667;0.191421929;0.086129492;0.107252473;0.632310932;0.170977606
S30;Reposo_EEG _AO;0.099574717;0.21903878;0.30496989;0.373057443;0.091883546;0.188952198;0.317099511;0.398345044;0.096598377;0.159509889;0.377049915;0.363093449;0.08155255;0.1687108;0.370912972;0.376304761;0.074777177;0.144413646;0.413370038;0.364318229
S31;Reposo_EEG _AO;0.332572975;0.221793754;0.178524881;0.263416601;0.334134925;0.253452688;0.179672731;0.229265689;0.312574947;0.331330838;0.168365014;0.184650839;0.305941998;0.274655316;0.169498136;0.246639191;0.293704881;0.292432279;0.190756976;0.219160607
S32;Reposo_EEG _AO;0.135092203;0.264566946;0.300307173;0.297525903;0.164368608;0.202269716;0.340622026;0.290698044;0.201803739;0.216586929;0.322852749;0.256694475;0.164499929;0.189583082;0.35943915;0.284081795;0.151218329;0.215857804;0.34166998;0.288898651
S33;Reposo_EEG _AO;0.127308335;0.148879039;0.293399001;0.425481378;0.097993881;0.124187806;0.344888809;0.427037722;0.13963132;0.152694548;0.294331841;0.406395372;0.095867018;0.137260826;0.292894315;0.468400875;0.082790559;0.125619713;0.395574073;0.388919752
S34;Reposo_EEG _AO;0.045399437;0.076905082;0.781278527;0.095307921;0.029325331;0.060538655;0.825452489;0.084162542;0.04226225;0.082444504;0.792117376;0.082714977;0.031528015;0.07284087;0.804253536;0.090739986;0.029296439;0.067189163;0.815374907;0.087460544
S35;Reposo_EEG _AO;0.35630153;0.252131909;0.11462818;0.269699643;0.339440503;0.298313437;0.115634067;0.242417125;0.405415638;0.303093406;0.097711312;0.191557652;0.311223465;0.286360586;0.13003941;0.267010613;0.329437173;0.265786548;0.139545754;0.261877841
S36;Reposo_EEG _AO;0.178046755;0.200275421;0.28473756;0.328809057;0.2510358;0.211632408;0.363423432;0.169487363;0.310388454;0.238202976;0.333418861;0.1144945;0.208199975;0.203695653;0.410168275;0.174041938;0.20858304;0.182972652;0.366319627;0.233057397
S37;Reposo_EEG _AO;0.247093116;0.228397806;0.246316715;0.276595017;0.189725665;0.18534389;0.316764982;0.306744023;0.171368939;0.186150842;0.345894947;0.295038488;0.184619249;0.189236714;0.318046917;0.306695608;0.156167791;0.164127633;0.34313527;0.335083288
S2;Reposo_EEG;0.084274014;0.201487068;0.537996972;0.169335418;0.069030264;0.131210451;0.590972933;0.200204766;0.072147971;0.109768218;0.594885797;0.214555509;0.062187389;0.120997046;0.573040757;0.232266151;0.068567234;0.111963024;0.670300946;0.145218454
S3;Reposo_EEG;0.129752836;0.141818082;0.294098256;0.432593025;0.105326067;0.132403893;0.278378404;0.481521348;0.115038311;0.122314911;0.286978031;0.472940926;0.110094479;0.116783947;0.298931301;0.471989;0.080700624;0.118565868;0.322477922;0.475892618
S7;Reposo_EEG;0.195539237;0.253267508;0.347262422;0.200275812;0.091141657;0.220715077;0.368952016;0.314429454;0.121071866;0.182030077;0.300320125;0.38722195;0.187584752;0.224105646;0.308748788;0.27588741;0.15036833;0.182743005;0.356199943;0.304559825
S10;Reposo_EEG;0.046024186;0.105495539;0.740327578;0.105825812;0.049808872;0.077252211;0.729788469;0.139597451;0.065375838;0.080526231;0.699697254;0.150334714;0.046026187;0.071993556;0.754244763;0.12462115;0.048898875;0.074528517;0.742697584;0.130524745
S13;Reposo_EEG;0.205198193;0.222247612;0.185734879;0.382843269;0.175149074;0.176624066;0.207953411;0.43653499;0.184607654;0.204058495;0.201741109;0.40583096;0.195857634;0.172661759;0.199217296;0.428344172;0.185229591;0.179803193;0.188590645;0.442794514
S14;Reposo_EEG;0.123002082;0.142456723;0.58786154;0.145013898;0.11123515;0.112794808;0.593687731;0.179632783;0.099443084;0.099083354;0.583171626;0.214779568;0.088403754;0.096668765;0.601725299;0.210329224;0.092048957;0.11234411;0.626354141;0.166922519
S15;Reposo_EEG;0.035499593;0.080759879;0.75632748;0.125534594;0.025144715;0.06433802;0.76873096;0.139406255;0.031239329;0.067398591;0.768606115;0.130960666;0.027090603;0.066511541;0.778304098;0.125944499;0.024321785;0.070845954;0.769485062;0.133757413
S16;Reposo_EEG;0.134461145;0.163576543;0.52949572;0.170416137;0.070174534;0.126091634;0.574502279;0.224427731;0.057810872;0.116945868;0.596025058;0.223470816;0.07448564;0.127096002;0.582062343;0.211151803;0.045667606;0.095339775;0.661639766;0.193635539
S18;Reposo_EEG;0.155612236;0.276217385;0.296412815;0.268988361;0.121803385;0.221344557;0.316563319;0.335844515;0.128436339;0.210779161;0.32407976;0.332117003;0.100113673;0.220423736;0.363145606;0.312531728;0.121654201;0.185267784;0.353834449;0.336226083
S19;Reposo_EEG;0.103513269;0.230890014;0.533972493;0.129876276;0.081523626;0.205851259;0.579687108;0.131299188;0.070423092;0.208664055;0.585607206;0.13324467;0.075896006;0.212717135;0.558711271;0.150703873;0.071426721;0.211525628;0.590173673;0.125530215
S22;Reposo_EEG;0.113077965;0.129640326;0.309647611;0.424037747;0.082199013;0.10193396;0.463773837;0.337458014;0.11294036;0.096827805;0.51712563;0.265687591;0.099085176;0.098857901;0.444968905;0.341507635;0.081465004;0.105837932;0.475510308;0.324491662
S23;Reposo_EEG;0.087301009;0.082469559;0.716869783;0.110429762;0.060389946;0.074458508;0.699244096;0.160375287;0.047636047;0.08048729;0.721232288;0.145205473;0.059251182;0.082685895;0.720688397;0.132880503;0.050158076;0.063444811;0.765634246;0.117110153
S24;Reposo_EEG;0.078346676;0.069474141;0.792051919;0.059393913;0.036896226;0.032056372;0.872361685;0.057907385;0.033632913;0.034009973;0.871126772;0.060400682;0.045052741;0.042964594;0.839448861;0.071762799;0.018393616;0.022222865;0.913243523;0.045611906
S25;Reposo_EEG;0.094669445;0.133350225;0.236356026;0.525523254;0.074378321;0.118600898;0.255009206;0.546412143;0.098012051;0.13547646;0.217536881;0.544733945;0.070877321;0.119808169;0.247864184;0.554618627;0.061407297;0.112031018;0.226519838;0.593892629
S26;Reposo_EEG;0.100323978;0.240852873;0.400259025;0.255348224;0.04550265;0.200026928;0.549163135;0.2036623;0.041005653;0.181184125;0.607314477;0.169343867;0.039560124;0.157253831;0.628603797;0.17293961;0.045807081;0.151555564;0.629674091;0.171418333
S27;Reposo_EEG;0.075185881;0.121205392;0.604818836;0.196159824;0.030069369;0.084575785;0.806330278;0.078215612;0.025388796;0.081295235;0.832570864;0.060090343;0.026101769;0.070480913;0.824343165;0.078147274;0.036227724;0.082371674;0.787439508;0.092821238
S28;Reposo_EEG;0.221513101;0.191018996;0.437418045;0.148275076;0.074475729;0.103276904;0.687651944;0.133602484;0.051755516;0.080248419;0.743612195;0.123574519;0.08309149;0.092454983;0.68100182;0.142757538;0.046312427;0.06180209;0.766446298;0.124375656
S29;Reposo_EEG;0.053648048;0.071127437;0.706106795;0.164252818;0.027265527;0.049742336;0.826031248;0.095934408;0.022035282;0.050573835;0.850928576;0.075932646;0.023105274;0.050066756;0.844424834;0.081243624;0.021693529;0.047339296;0.83480723;0.095305742
S30;Reposo_EEG;0.109020954;0.167148824;0.389120703;0.333325484;0.122065911;0.179869732;0.363380155;0.332699565;0.087888193;0.198967827;0.395875675;0.314956722;0.086168781;0.166627223;0.409986133;0.335601928;0.105066296;0.180222553;0.414471485;0.298121822
S31;Reposo_EEG;0.093786048;0.161263491;0.325434863;0.409929632;0.100613661;0.126022052;0.415383452;0.347486103;0.212511742;0.17703849;0.367511855;0.23652803;0.139023535;0.154078837;0.311693839;0.382427803;0.215852911;0.131266499;0.409845877;0.235910554
S32;Reposo_EEG;0.064721261;0.15075259;0.609652004;0.171638707;0.047461569;0.111341078;0.710168937;0.128927261;0.046294651;0.120490678;0.722176217;0.109531706;0.043217147;0.104563215;0.736725473;0.113610674;0.045751037;0.121051083;0.717010533;0.114611693
S33;Reposo_EEG;0.067415936;0.12233818;0.503529604;0.304329585;0.039961438;0.096937627;0.571155869;0.288256125;0.035625771;0.086307537;0.595797637;0.277857174;0.040500108;0.088737707;0.590489975;0.277113266;0.03083117;0.071996827;0.602013633;0.292027504
S34;Reposo_EEG;0.047777221;0.07715967;0.780099639;0.093708844;0.025077249;0.050440181;0.848093668;0.075548949;0.027576684;0.056479461;0.848234823;0.066992363;0.027818746;0.054454863;0.843691268;0.073152166;0.024085721;0.051261395;0.840018326;0.083784996
S35;Reposo_EEG;0.283679613;0.242306595;0.185644072;0.276834768;0.240759877;0.322701991;0.161181639;0.269844263;0.301998069;0.309094157;0.153968855;0.230869714;0.263885067;0.302676796;0.179883379;0.24967627;0.233395723;0.259772006;0.18889342;0.312245254
S36;Reposo_EEG;0.050778443;0.170920042;0.693038836;0.084680919;0.030957525;0.132530597;0.783739305;0.052462975;0.030032278;0.136101305;0.793875031;0.039771344;0.028817046;0.121722883;0.807906183;0.041272098;0.030039433;0.143795878;0.781334287;0.044608159
S37;Reposo_EEG;0.049722266;0.158464239;0.650777495;0.14018558;0.038065168;0.118728891;0.728197255;0.114436434;0.036563025;0.095233898;0.765610582;0.102056151;0.03669618;0.111277615;0.735980802;0.115597185;0.039882444;0.098606932;0.741687824;0.119122824
S2;form_both;0.271095102;0.318744923;0.178578878;0.226075842;0.193942565;0.244227279;0.215143377;0.339048863;0.16834439;0.203953854;0.232663867;0.387109588;0.184864363;0.230579206;0.209970856;0.3655633;0.201480039;0.243015334;0.235619047;0.31441536
S3;form_both;0.408430551;0.274860685;0.117425375;0.195322108;0.295435867;0.250593738;0.158426489;0.291985758;0.22119971;0.2276031;0.167758369;0.377588778;0.27847508;0.234176325;0.164898409;0.318535332;0.259334541;0.255749828;0.168222067;0.312259464
S7;form_both;0.501392707;0.279149138;0.105319286;0.112522115;0.374219952;0.266403243;0.153246193;0.203857461;0.228051908;0.29932065;0.194159934;0.275224303;0.344568097;0.288605592;0.148370238;0.215383737;0.343737899;0.30550423;0.165888884;0.182986293
S10;form_both;0.414596802;0.312560955;0.15030062;0.120917203;0.247908486;0.252137414;0.227017182;0.267879005;0.215591569;0.227305543;0.223664357;0.325274251;0.312844906;0.246093904;0.21155905;0.225031386;0.244216865;0.24565589;0.238837485;0.266491444
S13;form_both;0.207811247;0.267492028;0.163608289;0.356833989;0.212180073;0.207311916;0.201122255;0.375828883;0.24129893;0.209598803;0.188495498;0.356045608;0.191726898;0.221380222;0.190392524;0.391885899;0.21637136;0.204790133;0.210612004;0.3644013
S14;form_both;0.15301744;0.163299368;0.419811525;0.252728456;0.077783663;0.085729699;0.487024333;0.334165068;0.069390246;0.086501791;0.47049256;0.35753138;0.081558113;0.086460449;0.461958123;0.354128493;0.094777065;0.124121846;0.42057809;0.346152801
S15;form_both;0.496747921;0.224923126;0.17236656;0.104532761;0.216589322;0.185562235;0.38061546;0.214800292;0.116199741;0.116211612;0.545821663;0.218565577;0.168592592;0.19174154;0.41487553;0.222796682;0.085290999;0.123804894;0.569535942;0.218561507
S16;form_both;0.442792413;0.303084345;0.110960641;0.140006063;0.310208688;0.307926554;0.14577904;0.231489141;0.195243242;0.312559189;0.171212008;0.313639402;0.291662458;0.316062417;0.15996551;0.226854777;0.273393472;0.303402589;0.158365555;0.25968241
S18;form_both;0.180873586;0.256248359;0.251917692;0.303178387;0.100503171;0.227252255;0.272771875;0.387914773;0.08579411;0.246666225;0.286699058;0.370658149;0.088475687;0.220602914;0.295645077;0.383747934;0.115551684;0.247100282;0.282495003;0.346197372
S19;form_both;0.158471675;0.310556048;0.359847072;0.16774425;0.121458058;0.274415995;0.429334582;0.170952901;0.158730588;0.249543141;0.435494224;0.152692298;0.109818245;0.26155897;0.44920185;0.175124896;0.123338124;0.253542849;0.465076452;0.155322597
S22;form_both;0.29607949;0.243546068;0.124042971;0.301664207;0.237878832;0.21039526;0.182580936;0.341036585;0.239053418;0.194685987;0.202887327;0.347075696;0.2242288;0.209655833;0.179671681;0.360128191;0.231835284;0.197380317;0.194059185;0.349982072
S23;form_both;0.289104918;0.249161081;0.23253885;0.222793509;0.144882114;0.213741627;0.250507867;0.376312146;0.112333034;0.208543012;0.260738048;0.401944447;0.155486201;0.226301217;0.271661072;0.334026645;0.125944049;0.21739168;0.289706228;0.353574991
S24;form_both;0.274872091;0.306111472;0.209600943;0.2046662;0.157711128;0.261086635;0.255436627;0.317299099;0.185677506;0.270570496;0.274782613;0.263409985;0.15488612;0.260545629;0.246703067;0.329435572;0.172960672;0.285773456;0.334441163;0.202938735
S25;form_both;0.274872091;0.306111472;0.209600943;0.2046662;0.157711128;0.261086635;0.255436627;0.317299099;0.185677506;0.270570496;0.274782613;0.263409985;0.15488612;0.260545629;0.246703067;0.329435572;0.172960672;0.285773456;0.334441163;0.202938735
S26;form_both;0.160604764;0.280358248;0.164812371;0.384852769;0.18008301;0.270273134;0.198804314;0.343018155;0.211645843;0.296538868;0.208155865;0.278447709;0.16193453;0.259630715;0.223731497;0.346631789;0.165084219;0.265338483;0.224181828;0.338819459
S27;form_both;0.217722475;0.280064513;0.233700322;0.263169496;0.222377796;0.366033191;0.26152308;0.147089715;0.191183913;0.403390588;0.279776498;0.122668189;0.153320374;0.36063943;0.317559773;0.164391551;0.180257861;0.357278179;0.297214482;0.161349901
S28;form_both;0.258714698;0.286590505;0.17745239;0.269420146;0.28096707;0.271380762;0.175792232;0.264357252;0.337155958;0.284423764;0.152568268;0.220137551;0.26149284;0.286785813;0.174794179;0.270462736;0.255435991;0.276000924;0.182396448;0.278596208
S29;form_both;0.295472525;0.077396817;0.077832038;0.167924699;0.260472744;0.08935315;0.095671281;0.141073999;0.294132556;0.226712059;0.191377954;0.169558601;0.192364074;0.201855;0.200887535;0.243940126;0.252218386;0.087515525;0.113146129;0.135918245
S30;form_both;0.10533484;0.133473908;0.344742309;0.41131236;0.090645631;0.161830795;0.36300945;0.381082391;0.095023959;0.155157374;0.386226879;0.35925967;0.076991247;0.122218201;0.41154526;0.384958165;0.080378134;0.146791978;0.414559826;0.354148258
S31;form_both;0.106959292;0.124100332;0.252015907;0.505059152;0.097320252;0.179960617;0.228149933;0.475038675;0.13096456;0.224650375;0.188895758;0.436289183;0.127310283;0.194734908;0.193371887;0.465147164;0.123034493;0.182751605;0.214122864;0.462927668
S32;form_both;0.191475484;0.245423079;0.265289772;0.292832881;0.164824189;0.27488516;0.295201342;0.262654133;0.165388963;0.287914319;0.298849392;0.245545726;0.177196417;0.261271094;0.297402788;0.261720027;0.134708589;0.263259517;0.343704348;0.255792975
S33;form_both;0.295203694;0.252790044;0.160298474;0.285175662;0.304428186;0.205192575;0.148264861;0.3342265;0.347220717;0.250005903;0.136119375;0.260519715;0.276668578;0.224017636;0.164892446;0.327376124;0.289490647;0.263805998;0.159135945;0.280620218
S34;form_both;0.139611852;0.132322183;0.528027225;0.195495143;0.141998243;0.141059244;0.537183433;0.176266429;0.187868381;0.15840825;0.516167259;0.135565102;0.103224636;0.133265525;0.615592762;0.145599835;0.080409919;0.120407883;0.62737804;0.169280145
S35;form_both;0.254926061;0.286713448;0.152818317;0.297171418;0.334737963;0.310427148;0.142527176;0.207810998;0.451068008;0.295948509;0.109541079;0.141205459;0.289711735;0.326392783;0.155885987;0.223889483;0.29905994;0.31352975;0.16121058;0.222209246
S36;form_both;0.108934269;0.14707832;0.345371643;0.390402132;0.149595785;0.229913006;0.432547167;0.184979404;0.173160183;0.256854041;0.481459499;0.087564404;0.115149035;0.205551616;0.552664376;0.125184435;0.118941337;0.208624196;0.521165913;0.147981786
S37;form_both;0.26132618;0.252184996;0.232811558;0.251429965;0.173432269;0.204476318;0.30109343;0.319322495;0.154134571;0.199369764;0.309906633;0.335210148;0.17481649;0.202593019;0.303347224;0.317351835;0.16409637;0.17632092;0.292767061;0.365526689
S2;form_left;0.371160413;0.294573504;0.134802546;0.194916612;0.255990273;0.263499057;0.156923137;0.316302774;0.185227278;0.258390368;0.174312038;0.374106461;0.238996703;0.248855169;0.162448978;0.341391885;0.241187583;0.27206314;0.166710734;0.314112183
S3;form_left;0.404234526;0.284391705;0.089873883;0.216831009;0.303357738;0.241534059;0.129998291;0.319882871;0.212895161;0.200557779;0.149803578;0.428944583;0.267174559;0.253559304;0.139574619;0.334632976;0.26554261;0.218678597;0.138269694;0.371462367
S5;form_left;0.308533524;0.294592221;0.249647931;0.145892166;0.216812339;0.230504801;0.325437798;0.225262776;0.152738524;0.202082646;0.362212832;0.279974782;0.185947231;0.209012849;0.39097762;0.212024883;0.191342082;0.215030119;0.31747031;0.274152635
S7;form_left;0.452584292;0.334890748;0.094007219;0.116232236;0.305718739;0.314412579;0.150358393;0.225809214;0.201846748;0.292216836;0.196065162;0.305926134;0.263276955;0.310177904;0.162397468;0.259280613;0.285252524;0.327307587;0.169122104;0.215596147
S10;form_left;0.420518507;0.317736219;0.146919257;0.113007629;0.27257177;0.247934709;0.212958008;0.261502989;0.246389327;0.197828819;0.217714012;0.330235075;0.305836854;0.235936763;0.20848944;0.245073418;0.245259424;0.252755544;0.234902864;0.261868379
S14;form_left;0.205148004;0.144588507;0.363466451;0.278414875;0.078832171;0.087627039;0.450310764;0.370078537;0.069675316;0.080677877;0.441662825;0.394290715;0.093409991;0.093011757;0.403238341;0.395581085;0.106459628;0.103446668;0.420387618;0.358999654
S15;form_left;0.492830221;0.245587387;0.145980192;0.113979587;0.222097298;0.196018787;0.323683965;0.252089065;0.133325289;0.154088569;0.438509218;0.266409212;0.150862329;0.193281684;0.394735741;0.256854252;0.121108602;0.162173256;0.452179799;0.258389286
S16;form_left;0.514742752;0.2605579;0.105255508;0.117240916;0.378614629;0.274999215;0.126625392;0.215362042;0.225309024;0.290331161;0.151000206;0.325742544;0.342221223;0.274638146;0.141321423;0.237031902;0.357413949;0.274972657;0.129952714;0.23257137
S18;form_left;0.204259461;0.24443143;0.220791187;0.320833502;0.096577769;0.226288303;0.256085649;0.407167534;0.113754494;0.248742026;0.261862021;0.364068581;0.100065351;0.221661068;0.278073184;0.388065358;0.107155512;0.268501596;0.25177624;0.362242013
S19;form_left;0.251479366;0.259969733;0.300249427;0.185984956;0.187010347;0.241809602;0.360313834;0.208301594;0.198207049;0.250836458;0.344406408;0.203949032;0.149869183;0.238639697;0.374144432;0.235209605;0.192088344;0.234276887;0.374714757;0.195652487
S21;form_left;0.314540613;0.366575019;0.163748915;0.150652924;0.228750219;0.301604613;0.194610187;0.268579005;0.202970643;0.239278811;0.188524338;0.358775628;0.219492695;0.31344368;0.192598567;0.269434845;0.215166357;0.280735877;0.215196766;0.280386853
S22;form_left;0.316036286;0.285065039;0.134094365;0.243479393;0.230216128;0.226468269;0.20720773;0.317576457;0.215618635;0.18826095;0.249646121;0.334417631;0.22980903;0.220612474;0.21114372;0.321169275;0.211704908;0.210790558;0.226097123;0.332609539
S24;form_left;0.29659516;0.308984361;0.154806668;0.235094646;0.181067725;0.229355079;0.198716542;0.38198259;0.195664693;0.245925038;0.196058231;0.354895762;0.181415971;0.232216643;0.198457298;0.376242549;0.222139054;0.279296233;0.224706026;0.269380642
S25;form_left;0.29659516;0.308984361;0.154806668;0.235094646;0.181067725;0.229355079;0.198716542;0.38198259;0.195664693;0.245925038;0.196058231;0.354895762;0.181415971;0.232216643;0.198457298;0.376242549;0.222139054;0.279296233;0.224706026;0.269380642
S26;form_left;0.126621863;0.189198547;0.170572441;0.488975861;0.131282345;0.260111466;0.200754397;0.395124426;0.143866148;0.305753197;0.215553071;0.326756369;0.11234242;0.249675573;0.23698507;0.386014369;0.126513587;0.233171915;0.193826614;0.432736216
S27;form_left;0.243442545;0.264428348;0.206721785;0.277841044;0.253189777;0.328647757;0.224689195;0.188957464;0.203368163;0.357398461;0.277513679;0.158046704;0.160989608;0.276972396;0.3133959;0.242873156;0.188547877;0.322708925;0.306263721;0.178289554
S28;form_left;0.278563101;0.308625961;0.165891041;0.239011978;0.27667584;0.292887846;0.174340341;0.249687407;0.314371398;0.304468647;0.166999724;0.210209875;0.283762872;0.296335416;0.173506747;0.239860131;0.234914741;0.277206556;0.209641221;0.272926248
S29;form_left;0.203917699;0.200621413;0.204107768;0.38309973;0.352049721;0.23038645;0.178326577;0.23441464;0.469098134;0.24525153;0.137914638;0.144859223;0.312096327;0.226908041;0.198941166;0.256593507;0.297462221;0.226909546;0.212446785;0.257464723
S30;form_left;0.106951243;0.156837227;0.233333333;0.497459015;0.108478022;0.152365939;0.263615916;0.470477516;0.10744782;0.150541533;0.290391757;0.446668275;0.091005728;0.152535571;0.268608886;0.483504213;0.087855922;0.139660625;0.318191281;0.449507292
S31;form_left;0.229488652;0.187270086;0.207839777;0.368156241;0.149137978;0.173495108;0.226902922;0.438760588;0.18931751;0.209899638;0.179076361;0.407725658;0.15950856;0.17753874;0.202844924;0.447353248;0.139869431;0.186499354;0.213695919;0.445904207
S32;form_left;0.223329389;0.22387161;0.256089465;0.290908333;0.189128761;0.264616482;0.27873022;0.263094042;0.199929466;0.291430519;0.275780288;0.228714125;0.193229058;0.271781157;0.28509761;0.246127009;0.1597836;0.251856679;0.318285887;0.265216703
S33;form_left;0.320443731;0.217666382;0.118206941;0.335821362;0.260163009;0.24283073;0.138607052;0.351128036;0.278542776;0.26538176;0.149666756;0.301245986;0.236117746;0.220736651;0.17937398;0.357881291;0.242552552;0.267978652;0.160817435;0.323460006
S34;form_left;0.14814133;0.192482352;0.346787812;0.304351514;0.177918788;0.228893239;0.316412155;0.270191601;0.252223571;0.257219429;0.305595203;0.181562931;0.128755167;0.202216891;0.442745632;0.222150347;0.118267541;0.194741016;0.419646676;0.262152996
S36;form_left;0.138733089;0.150278427;0.281856145;0.415580545;0.228274557;0.252601972;0.2971404;0.215383863;0.269735529;0.290999038;0.323727799;0.113411564;0.188681789;0.227055764;0.399010271;0.181807105;0.190968029;0.223809428;0.381623801;0.198008966
S37;form_left;0.276023794;0.297185261;0.151347665;0.272356505;0.250637688;0.262818199;0.186674566;0.297941907;0.266740858;0.246980373;0.192224232;0.292141407;0.241250781;0.246396913;0.194157069;0.316337603;0.240743351;0.225768037;0.188394227;0.343504558
S2;form_right;0.298086284;0.383997024;0.141591338;0.172348433;0.231636497;0.313059295;0.15567973;0.292637603;0.174711285;0.246803738;0.178920539;0.388506158;0.200443679;0.298066236;0.158043463;0.333715222;0.224721393;0.308431641;0.167536343;0.292401282
S3;form_right;0.400324213;0.242258988;0.099589197;0.246833354;0.314421279;0.202846472;0.128625858;0.348230538;0.202225767;0.150592778;0.131159176;0.505693719;0.293649421;0.195515912;0.128735676;0.37613964;0.256291244;0.196295732;0.13841757;0.401839943
